Location,Date,Hour,Temperature,Condition,Pressure,Humidity,Luminosity,Rain,Place,Clothes
Cluj-Napoca,2022-09-26,22:00,11.2,Moderate rain at times,1009.0,92,1.0,1,home,Pijamas
Cluj-Napoca,2022-09-26,23:00,11.5,Heavy rain at times,1007.0,95,1.0,1,home,Pijamas
Cluj-Napoca,2022-09-27,00:00,11.9,Heavy rain at times,1005.0,97,1.0,1,home,Pijamas
Cluj-Napoca,2022-09-27,01:00,12.0,Moderate or heavy rain shower,1004.0,97,1.0,1,home,Pijamas
Cluj-Napoca,2022-09-27,02:00,12.2,Moderate or heavy rain shower,1003.0,97,1.0,1,home,Pijamas
Cluj-Napoca,2022-09-27,03:00,12.3,Patchy rain possible,1002.0,97,1.0,1,home,Pijamas
Cluj-Napoca,2022-09-27,04:00,12.5,Patchy rain possible,1001.0,97,1.0,1,home,Pijamas
Cluj-Napoca,2022-09-27,05:00,12.8,Moderate rain at times,1001.0,97,1.0,1,home,Pijamas
Cluj-Napoca,2022-09-27,06:00,13.0,Moderate rain at times,1001.0,97,1.0,1,home,Pijamas
Cluj-Napoca,2022-09-27,07:00,12.4,Patchy rain possible,1001.0,93,1.0,1,home,Pijamas
Cluj-Napoca,2022-09-27,08:00,13.2,Patchy rain possible,1001.0,90,3.0,1,home,Pijamas
Cluj-Napoca,2022-09-27,09:00,13.9,Patchy rain possible,1001.0,87,3.0,1,home,Pijamas
Cluj-Napoca,2022-09-27,10:00,14.7,Cloudy,1001.0,86,3.0,0,office,"Skirt, blouse, heels shoes"
Cluj-Napoca,2022-09-27,11:00,14.4,Cloudy,1001.0,85,3.0,0,office,"Skirt, blouse, heels shoes"
Cluj-Napoca,2022-09-27,12:00,15.3,Cloudy,1001.0,84,4.0,0,office,"Skirt, blouse, heels shoes"
Cluj-Napoca,2022-09-27,13:00,15.8,Cloudy,1001.0,84,4.0,0,office,"Skirt, blouse, heels shoes"
Cluj-Napoca,2022-09-27,14:00,16.1,Cloudy,1001.0,83,4.0,0,office,"Skirt, blouse, heels shoes"
Cluj-Napoca,2022-09-27,15:00,16.2,Overcast,1001.0,83,4.0,0,office,"Skirt, blouse, heels shoes"
Cluj-Napoca,2022-09-27,16:00,15.8,Cloudy,1001.0,84,4.0,0,office,"Skirt, blouse, heels shoes"
Cluj-Napoca,2022-09-27,17:00,15.2,Patchy rain possible,1001.0,85,4.0,1,office,"Pants, blouse, jacket, elegant shoes"
Cluj-Napoca,2022-09-27,18:00,14.3,Moderate rain at times,1001.0,87,3.0,1,office,"Pants, blouse, jacket, elegant shoes"
Cluj-Napoca,2022-09-27,19:00,13.3,Patchy rain possible,1001.0,88,3.0,1,office,"Pants, blouse, jacket, elegant shoes"
Cluj-Napoca,2022-09-27,20:00,11.6,Patchy rain possible,1001.0,89,1.0,1,gym,"Leggins, t-shirt, raincoat, sneakers"
Cluj-Napoca,2022-09-27,21:00,11.2,Patchy rain possible,1002.0,90,1.0,1,gym,"Leggins, t-shirt, raincoat, sneakers"
Cluj-Napoca,2022-09-27,22:00,10.8,Moderate rain at times,1003.0,90,1.0,1,home,Pijamas
Cluj-Napoca,2022-09-27,23:00,11.5,Moderate rain at times,1004.0,89,1.0,1,home,Pijamas
Cluj-Napoca,2022-09-28,00:00,11.2,Moderate rain at times,1004.0,89,1.0,1,home,Pijamas
Cluj-Napoca,2022-09-28,01:00,11.1,Patchy rain possible,1005.0,88,1.0,1,home,Pijamas
Cluj-Napoca,2022-09-28,02:00,11.0,Patchy rain possible,1005.0,87,1.0,1,home,Pijamas
Cluj-Napoca,2022-09-28,03:00,11.1,Patchy rain possible,1005.0,87,1.0,1,home,Pijamas
Cluj-Napoca,2022-09-28,04:00,11.1,Patchy rain possible,1005.0,88,1.0,1,home,Pijamas
Cluj-Napoca,2022-09-28,05:00,10.7,Partly cloudy,1006.0,89,1.0,0,home,Pijamas
Cluj-Napoca,2022-09-28,06:00,9.4,Clear,1006.0,90,1.0,0,home,Pijamas
Cluj-Napoca,2022-09-28,07:00,10.5,Clear,1007.0,87,1.0,0,home,Pijamas
Cluj-Napoca,2022-09-28,08:00,11.7,Sunny,1007.0,83,4.0,0,home,Pijamas
Cluj-Napoca,2022-09-28,09:00,12.8,Sunny,1007.0,80,4.0,0,home,Pijamas
Cluj-Napoca,2022-09-28,10:00,13.9,Partly cloudy,1007.0,75,4.0,0,office,"Skirt, blouse, heels shoes"
Cluj-Napoca,2022-09-28,11:00,15.1,Partly cloudy,1007.0,69,5.0,0,office,"Skirt, blouse, heels shoes"
Cluj-Napoca,2022-09-28,12:00,16.2,Partly cloudy,1007.0,64,5.0,0,office,"Skirt, blouse, heels shoes"
Cluj-Napoca,2022-09-28,13:00,16.7,Partly cloudy,1007.0,63,5.0,0,office,"Skirt, blouse, heels shoes"
Cluj-Napoca,2022-09-28,14:00,17.1,Partly cloudy,1007.0,62,5.0,0,office,"Skirt, blouse, heels shoes"
Cluj-Napoca,2022-09-28,15:00,17.6,Sunny,1006.0,61,5.0,0,office,"Skirt, blouse, heels shoes"
Cluj-Napoca,2022-09-28,16:00,16.5,Sunny,1006.0,66,5.0,0,office,"Skirt, blouse, heels shoes"
Cluj-Napoca,2022-09-28,17:00,15.5,Sunny,1006.0,70,5.0,0,office,"Skirt, blouse, heels shoes"
Cluj-Napoca,2022-09-28,18:00,14.4,Sunny,1007.0,74,4.0,0,office,"Skirt, blouse, heels shoes"
Cluj-Napoca,2022-09-28,19:00,13.3,Sunny,1007.0,75,4.0,0,office,"Skirt, blouse, heels shoes"
Cluj-Napoca,2022-09-28,20:00,12.1,Clear,1007.0,75,1.0,0,gym,"Leggins, t-shirt, running shoes"
Cluj-Napoca,2022-09-28,21:00,11.0,Patchy rain possible,1007.0,76,1.0,1,gym,"Leggins, t-shirt, raincoat, sneakers"
Cluj-Napoca,2022-09-28,22:00,10.9,Patchy rain possible,1007.0,78,1.0,1,home,Pijamas
Cluj-Napoca,2022-09-28,23:00,10.9,Patchy rain possible,1007.0,81,1.0,1,home,Pijamas
Cluj-Napoca,2022-09-29,00:00,10.8,Patchy rain possible,1007.0,83,1.0,1,home,Pijamas
Cluj-Napoca,2022-09-29,01:00,11.4,Partly cloudy,1007.0,83,1.0,0,home,Pijamas
Cluj-Napoca,2022-09-29,02:00,11.9,Partly cloudy,1007.0,83,1.0,0,home,Pijamas
Cluj-Napoca,2022-09-29,03:00,11.5,Cloudy,1006.0,83,1.0,0,home,Pijamas
Cluj-Napoca,2022-09-29,04:00,11.0,Cloudy,1006.0,84,1.0,0,home,Pijamas
Cluj-Napoca,2022-09-29,05:00,10.7,Partly cloudy,1006.0,85,1.0,0,home,Pijamas
Cluj-Napoca,2022-09-29,06:00,10.5,Partly cloudy,1006.0,86,1.0,0,home,Pijamas
Cluj-Napoca,2022-09-29,07:00,11.1,Partly cloudy,1006.0,83,1.0,0,home,Pijamas
Cluj-Napoca,2022-09-29,08:00,12.8,Partly cloudy,1006.0,80,4.0,0,home,Pijamas
Cluj-Napoca,2022-09-29,09:00,15.3,Partly cloudy,1006.0,76,5.0,0,home,Pijamas
Cluj-Napoca,2022-09-29,10:00,16.3,Partly cloudy,1006.0,72,5.0,0,office,"Skirt, blouse, heels shoes"
Cluj-Napoca,2022-09-29,11:00,17.3,Patchy rain possible,1007.0,67,4.0,1,office,"Pants, blouse, jacket, elegant shoes"
Cluj-Napoca,2022-09-29,12:00,18.3,Partly cloudy,1007.0,62,5.0,0,office,"Skirt, blouse, heels shoes"
Cluj-Napoca,2022-09-29,13:00,18.6,Heavy rain at times,1007.0,63,4.0,1,office,"Pants, blouse, jacket, elegant shoes"
Cluj-Napoca,2022-09-29,14:00,18.8,Moderate rain at times,1007.0,64,4.0,1,office,"Pants, blouse, jacket, elegant shoes"
Cluj-Napoca,2022-09-29,15:00,19.1,Patchy rain possible,1007.0,64,4.0,1,office,"Pants, blouse, jacket, elegant shoes"
Cluj-Napoca,2022-09-29,16:00,17.9,Patchy rain possible,1008.0,71,4.0,1,office,"Pants, blouse, jacket, elegant shoes"
Cluj-Napoca,2022-09-29,17:00,16.7,Partly cloudy,1008.0,77,5.0,0,office,"Skirt, blouse, heels shoes"
Cluj-Napoca,2022-09-29,18:00,15.5,Partly cloudy,1008.0,83,5.0,0,office,"Skirt, blouse, heels shoes"
Cluj-Napoca,2022-09-29,19:00,14.5,Partly cloudy,1009.0,84,4.0,0,office,"Skirt, blouse, heels shoes"
Cluj-Napoca,2022-09-29,20:00,13.4,Partly cloudy,1009.0,85,1.0,0,gym,"Leggins, t-shirt, running shoes"
Cluj-Napoca,2022-09-29,21:00,12.4,Clear,1010.0,86,1.0,0,gym,"Leggins, t-shirt, running shoes"
Cluj-Napoca,2022-09-29,22:00,12.3,Clear,1010.0,87,1.0,0,home,Pijamas
Cluj-Napoca,2022-09-29,23:00,12.1,Clear,1009.0,87,1.0,0,home,Pijamas
Cluj-Napoca,2022-09-30,00:00,12.0,Clear,1009.0,88,1.0,0,home,Pijamas
Cluj-Napoca,2022-09-30,01:00,11.8,Clear,1009.0,89,1.0,0,home,Pijamas
Cluj-Napoca,2022-09-30,02:00,11.7,Clear,1010.0,89,1.0,0,home,Pijamas
Cluj-Napoca,2022-09-30,03:00,11.5,Clear,1010.0,90,1.0,0,home,Pijamas
Cluj-Napoca,2022-09-30,04:00,11.5,Clear,1010.0,90,1.0,0,home,Pijamas
Cluj-Napoca,2022-09-30,05:00,11.6,Clear,1010.0,90,1.0,0,home,Pijamas
Cluj-Napoca,2022-09-30,06:00,11.6,Clear,1010.0,90,1.0,0,home,Pijamas
Cluj-Napoca,2022-09-30,07:00,12.1,Partly cloudy,1010.0,85,1.0,0,home,Pijamas
Cluj-Napoca,2022-09-30,08:00,13.3,Partly cloudy,1011.0,80,4.0,0,home,Pijamas
Cluj-Napoca,2022-09-30,09:00,14.8,Cloudy,1011.0,75,3.0,0,home,Pijamas
Cluj-Napoca,2022-09-30,10:00,15.8,Patchy rain possible,1011.0,70,4.0,1,office,"Pants, blouse, jacket, elegant shoes"
Cluj-Napoca,2022-09-30,11:00,16.8,Moderate rain at times,1011.0,66,4.0,1,office,"Pants, blouse, jacket, elegant shoes"
Cluj-Napoca,2022-09-30,12:00,17.8,Patchy rain possible,1011.0,61,4.0,1,office,"Pants, blouse, jacket, elegant shoes"
Cluj-Napoca,2022-09-30,13:00,20.0,Partly cloudy,1011.0,56,6.0,0,office,"Skirt, blouse, heels shoes"
Cluj-Napoca,2022-09-30,14:00,21.2,Partly cloudy,1011.0,51,6.0,0,office,"Dress, heels shoes"
Cluj-Napoca,2022-09-30,15:00,21.3,Patchy rain possible,1011.0,46,5.0,1,office,"Skirt, blouse, elegant shoes"
Cluj-Napoca,2022-09-30,16:00,20.6,Patchy rain possible,1012.0,52,5.0,1,office,"Skirt, blouse, elegant shoes"
Cluj-Napoca,2022-09-30,17:00,18.9,Patchy rain possible,1013.0,58,4.0,1,office,"Pants, blouse, jacket, elegant shoes"
Cluj-Napoca,2022-09-30,18:00,17.1,Partly cloudy,1013.0,64,5.0,0,office,"Skirt, blouse, heels shoes"
Cluj-Napoca,2022-09-30,19:00,16.9,Partly cloudy,1014.0,66,5.0,0,office,"Skirt, blouse, heels shoes"
Cluj-Napoca,2022-09-30,20:00,16.8,Partly cloudy,1014.0,67,1.0,0,gym,"Leggins, t-shirt, running shoes"
Cluj-Napoca,2022-09-30,21:00,15.2,Partly cloudy,1015.0,68,1.0,0,gym,"Leggins, t-shirt, running shoes"
Cluj-Napoca,2022-09-30,22:00,14.5,Partly cloudy,1015.0,70,1.0,0,home,Pijamas
Cluj-Napoca,2022-09-30,23:00,13.4,Partly cloudy,1016.0,72,1.0,0,home,Pijamas
Cluj-Napoca,2022-10-01,00:00,12.6,Partly cloudy,1017.0,74,1.0,0,home,Pijamas
Cluj-Napoca,2022-10-01,01:00,12.4,Partly cloudy,1017.0,75,1.0,0,home,Pijamas
Cluj-Napoca,2022-10-01,02:00,12.2,Clear,1017.0,76,1.0,0,home,Pijamas
Cluj-Napoca,2022-10-01,03:00,12.2,Clear,1017.0,77,1.0,0,home,Pijamas
Cluj-Napoca,2022-10-01,04:00,12.1,Clear,1017.0,78,1.0,0,home,Pijamas
Cluj-Napoca,2022-10-01,05:00,12.0,Clear,1017.0,79,1.0,0,home,Pijamas
Cluj-Napoca,2022-10-01,06:00,11.9,Clear,1017.0,80,1.0,0,home,Pijamas
Cluj-Napoca,2022-10-01,07:00,12.6,Clear,1017.0,76,1.0,0,home,Pijamas
Cluj-Napoca,2022-10-01,08:00,14.6,Sunny,1017.0,73,4.0,0,home,Pijamas
Cluj-Napoca,2022-10-01,09:00,16.7,Sunny,1018.0,69,5.0,0,home,Pijamas
Cluj-Napoca,2022-10-01,10:00,18.5,Sunny,1017.0,62,5.0,0,home,Pijamas
Cluj-Napoca,2022-10-01,11:00,21.3,Sunny,1017.0,55,6.0,0,shopping mall,"Shorts, t-shirt, sandals"
Cluj-Napoca,2022-10-01,12:00,23.0,Sunny,1016.0,48,6.0,0,shopping mall,"Shorts, t-shirt, sandals"
Cluj-Napoca,2022-10-01,13:00,23.1,Sunny,1015.0,49,6.0,0,shopping mall,"Shorts, t-shirt, sandals"
Cluj-Napoca,2022-10-01,14:00,23.2,Sunny,1015.0,50,6.0,0,shopping mall,"Shorts, t-shirt, sandals"
Cluj-Napoca,2022-10-01,15:00,23.3,Sunny,1014.0,51,6.0,0,shopping mall,"Shorts, t-shirt, sandals"
Cluj-Napoca,2022-10-01,16:00,22.1,Patchy rain possible,1013.0,55,5.0,1,shopping mall,"Jeans, t-shirt, jacket, sneakers"
Cluj-Napoca,2022-10-01,17:00,21.0,Patchy rain possible,1013.0,60,5.0,1,shopping mall,"Jeans, t-shirt, jacket, sneakers"
Cluj-Napoca,2022-10-01,18:00,19.8,Sunny,1013.0,64,5.0,0,shopping mall,"Pants, hoodie,  sneakers"
Cluj-Napoca,2022-10-01,19:00,19.0,Partly cloudy,1012.0,65,5.0,0,home,Pijamas
Cluj-Napoca,2022-10-01,20:00,18.3,Moderate rain at times,1012.0,65,1.0,1,home,Pijamas
Cluj-Napoca,2022-10-01,21:00,16.4,Moderate or heavy rain shower,1012.0,66,1.0,1,home,Pijamas
Cluj-Napoca,2022-10-01,22:00,16.7,Moderate or heavy rain shower,1012.0,72,1.0,1,home,Pijamas
Cluj-Napoca,2022-10-01,23:00,16.0,Moderate or heavy rain shower,1012.0,79,1.0,1,home,Pijamas
Cluj-Napoca,2022-10-02,00:00,15.2,Moderate rain at times,1013.0,85,1.0,1,home,Pijamas
Cluj-Napoca,2022-10-02,01:00,14.8,Patchy rain possible,1013.0,87,1.0,1,home,Pijamas
Cluj-Napoca,2022-10-02,02:00,14.3,Patchy rain possible,1013.0,88,1.0,1,home,Pijamas
Cluj-Napoca,2022-10-02,03:00,13.9,Partly cloudy,1013.0,89,1.0,0,home,Pijamas
Cluj-Napoca,2022-10-02,04:00,13.7,Partly cloudy,1013.0,90,1.0,0,home,Pijamas
Cluj-Napoca,2022-10-02,05:00,13.4,Partly cloudy,1013.0,90,1.0,0,home,Pijamas
Cluj-Napoca,2022-10-02,06:00,13.2,Partly cloudy,1014.0,91,1.0,0,home,Pijamas
Cluj-Napoca,2022-10-02,07:00,12.8,Cloudy,1014.0,89,1.0,0,home,Pijamas
Cluj-Napoca,2022-10-02,08:00,12.4,Cloudy,1015.0,87,3.0,0,home,Pijamas
Cluj-Napoca,2022-10-02,09:00,12.0,Cloudy,1016.0,85,3.0,0,home,Pijamas
Cluj-Napoca,2022-10-02,10:00,12.1,Cloudy,1017.0,83,3.0,0,park,"Pants, hoodie,  sneakers"
Cluj-Napoca,2022-10-02,11:00,12.3,Patchy rain possible,1017.0,82,3.0,1,park,"Jeans, hoodie,  sneakers"
Cluj-Napoca,2022-10-02,12:00,13.5,Patchy rain possible,1018.0,80,3.0,1,park,"Jeans, hoodie,  sneakers"
Cluj-Napoca,2022-10-02,13:00,12.9,Patchy rain possible,1018.0,76,3.0,1,park,"Jeans, hoodie,  sneakers"
Cluj-Napoca,2022-10-02,14:00,13.3,Patchy rain possible,1018.0,72,3.0,1,park,"Jeans, hoodie,  sneakers"
Cluj-Napoca,2022-10-02,15:00,13.8,Patchy rain possible,1017.0,67,3.0,1,home,Pijamas
Cluj-Napoca,2022-10-02,16:00,12.8,Patchy rain possible,1018.0,71,3.0,1,home,Pijamas
Cluj-Napoca,2022-10-02,17:00,11.9,Patchy rain possible,1018.0,75,3.0,1,home,Pijamas
Cluj-Napoca,2022-10-02,18:00,12.0,Cloudy,1018.0,78,3.0,0,home,Pijamas
Cluj-Napoca,2022-10-02,19:00,11.3,Cloudy,1018.0,82,3.0,0,restaurant,"Pants, blouse, sneakers"
Cluj-Napoca,2022-10-02,20:00,10.7,Cloudy,1019.0,85,1.0,0,restaurant,"Pants, blouse, sneakers"
Cluj-Napoca,2022-10-02,21:00,10.2,Overcast,1019.0,88,1.0,0,restaurant,"Pants, blouse, sneakers"
Cluj-Napoca,2022-10-02,22:00,9.8,Cloudy,1019.0,87,1.0,0,home,Pijamas
Cluj-Napoca,2022-10-02,23:00,9.5,Cloudy,1018.0,86,1.0,0,home,Pijamas
Cluj-Napoca,2022-10-03,00:00,9.2,Partly cloudy,1018.0,85,1.0,0,home,Pijamas
Cluj-Napoca,2022-10-03,01:00,9.2,Partly cloudy,1018.0,84,1.0,0,home,Pijamas
Cluj-Napoca,2022-10-03,02:00,9.0,Partly cloudy,1018.0,83,1.0,0,home,Pijamas
Cluj-Napoca,2022-10-03,03:00,8.8,Partly cloudy,1018.0,83,1.0,0,home,Pijamas
Cluj-Napoca,2022-10-03,04:00,8.8,Partly cloudy,1018.0,85,1.0,0,home,Pijamas
Cluj-Napoca,2022-10-03,05:00,8.9,Patchy rain possible,1018.0,87,1.0,1,home,Pijamas
Cluj-Napoca,2022-10-03,06:00,8.9,Moderate rain at times,1018.0,89,1.0,1,home,Pijamas
Cluj-Napoca,2022-10-03,07:00,8.7,Moderate rain at times,1018.0,83,1.0,1,home,Pijamas
Cluj-Napoca,2022-10-03,08:00,10.0,Moderate or heavy rain shower,1018.0,77,3.0,1,home,Pijamas
Cluj-Napoca,2022-10-03,09:00,11.3,Patchy rain possible,1018.0,72,3.0,1,home,Pijamas
Cluj-Napoca,2022-10-03,10:00,11.7,Patchy rain possible,1017.0,68,3.0,1,office,"Pants, blouse, jacket, elegant shoes"
Cluj-Napoca,2022-10-03,11:00,12.2,Patchy rain possible,1017.0,64,3.0,1,office,"Pants, blouse, jacket, elegant shoes"
Cluj-Napoca,2022-10-03,12:00,12.6,Patchy rain possible,1017.0,61,3.0,1,office,"Pants, blouse, jacket, elegant shoes"
Cluj-Napoca,2022-10-03,13:00,12.5,Patchy rain possible,1017.0,62,3.0,1,office,"Pants, blouse, jacket, elegant shoes"
Cluj-Napoca,2022-10-03,14:00,12.4,Heavy rain at times,1017.0,63,3.0,1,office,"Pants, blouse, jacket, elegant shoes"
Cluj-Napoca,2022-10-03,15:00,12.3,Moderate rain at times,1017.0,64,3.0,1,office,"Pants, blouse, jacket, elegant shoes"
Cluj-Napoca,2022-10-03,16:00,11.5,Heavy rain at times,1017.0,68,3.0,1,office,"Pants, blouse, jacket, elegant shoes"
Cluj-Napoca,2022-10-03,17:00,10.6,Heavy rain at times,1018.0,73,3.0,1,office,"Pants, blouse, jacket, elegant shoes"
Cluj-Napoca,2022-10-03,18:00,9.8,Moderate rain at times,1018.0,78,2.0,1,office,"Slacks, button-up shirt, jacket, boots"
Cluj-Napoca,2022-10-03,19:00,9.5,Patchy rain possible,1018.0,79,2.0,1,office,"Slacks, button-up shirt, jacket, boots"
Cluj-Napoca,2022-10-03,20:00,9.2,Patchy rain possible,1019.0,80,1.0,1,gym,"Leggings, hoodie, raincoat, sneakers"
Cluj-Napoca,2022-10-03,21:00,8.9,Patchy rain possible,1019.0,82,1.0,1,gym,"Leggings, hoodie, raincoat, sneakers"
Cluj-Napoca,2022-10-03,22:00,8.4,Cloudy,1018.0,83,1.0,0,home,Pijamas
Cluj-Napoca,2022-10-03,23:00,7.8,Overcast,1018.0,85,1.0,0,home,Pijamas
Cluj-Napoca,2022-10-04,00:00,7.3,Overcast,1017.0,86,1.0,0,home,Pijamas
Cluj-Napoca,2022-10-04,01:00,7.3,Overcast,1017.0,85,1.0,0,home,Pijamas
Cluj-Napoca,2022-10-04,02:00,7.4,Cloudy,1017.0,84,1.0,0,home,Pijamas
Cluj-Napoca,2022-10-04,03:00,7.4,Cloudy,1017.0,83,1.0,0,home,Pijamas
Cluj-Napoca,2022-10-04,04:00,7.5,Cloudy,1017.0,83,1.0,0,home,Pijamas
Cluj-Napoca,2022-10-04,05:00,7.7,Cloudy,1017.0,83,1.0,0,home,Pijamas
Cluj-Napoca,2022-10-04,06:00,7.8,Cloudy,1018.0,84,1.0,0,home,Pijamas
Cluj-Napoca,2022-10-04,07:00,8.4,Cloudy,1018.0,81,1.0,0,home,Pijamas
Cluj-Napoca,2022-10-04,08:00,9.0,Overcast,1019.0,78,2.0,0,home,Pijamas
Cluj-Napoca,2022-10-04,09:00,9.6,Overcast,1019.0,76,2.0,0,home,Pijamas
Cluj-Napoca,2022-10-04,10:00,10.0,Overcast,1019.0,72,3.0,0,office,"Slacks, button-up shirt, boots"
Cluj-Napoca,2022-10-04,11:00,10.4,Patchy rain possible,1020.0,68,3.0,1,office,"Pants, blouse, jacket, elegant shoes"
Cluj-Napoca,2022-10-04,12:00,10.8,Patchy rain possible,1020.0,64,3.0,1,office,"Pants, blouse, jacket, elegant shoes"
Cluj-Napoca,2022-10-04,13:00,11.2,Moderate or heavy rain shower,1020.0,62,3.0,1,office,"Pants, blouse, jacket, elegant shoes"
Cluj-Napoca,2022-10-04,14:00,11.6,Moderate rain at times,1020.0,60,3.0,1,office,"Pants, blouse, jacket, elegant shoes"
Cluj-Napoca,2022-10-04,15:00,12.0,Moderate rain at times,1020.0,58,3.0,1,office,"Pants, blouse, jacket, elegant shoes"
Cluj-Napoca,2022-10-04,16:00,10.6,Patchy rain possible,1021.0,66,3.0,1,office,"Pants, blouse, jacket, elegant shoes"
Cluj-Napoca,2022-10-04,17:00,10.3,Overcast,1022.0,73,3.0,0,office,"Skirt, blouse, heels shoes"
Cluj-Napoca,2022-10-04,18:00,9.3,Cloudy,1022.0,81,2.0,0,office,"Slacks, button-up shirt, boots"
Cluj-Napoca,2022-10-04,19:00,8.6,Cloudy,1023.0,82,1.0,0,office,"Slacks, button-up shirt, boots"
Cluj-Napoca,2022-10-04,20:00,7.8,Cloudy,1024.0,84,1.0,0,gym,"Leggings, t-shirt, sneakers"
Cluj-Napoca,2022-10-04,21:00,7.3,Partly cloudy,1024.0,86,1.0,0,gym,"Leggings, t-shirt, sneakers"
Cluj-Napoca,2022-10-04,22:00,6.1,Partly cloudy,1025.0,85,1.0,0,home,Pijamas
Cluj-Napoca,2022-10-04,23:00,5.9,Partly cloudy,1026.0,85,1.0,0,home,Pijamas
Cluj-Napoca,2022-10-05,00:00,5.8,Clear,1026.0,85,1.0,0,home,Pijamas
Cluj-Napoca,2022-10-05,01:00,5.9,Clear,1027.0,84,1.0,0,home,Pijamas
Cluj-Napoca,2022-10-05,02:00,6.0,Clear,1027.0,83,1.0,0,home,Pijamas
Cluj-Napoca,2022-10-05,03:00,6.1,Clear,1027.0,82,1.0,0,home,Pijamas
Cluj-Napoca,2022-10-05,04:00,6.1,Clear,1027.0,83,1.0,0,home,Pijamas
Cluj-Napoca,2022-10-05,05:00,6.1,Clear,1028.0,83,1.0,0,home,Pijamas
Cluj-Napoca,2022-10-05,06:00,6.1,Clear,1028.0,83,1.0,0,home,Pijamas
Cluj-Napoca,2022-10-05,07:00,6.0,Clear,1028.0,79,1.0,0,home,Pijamas
Cluj-Napoca,2022-10-05,08:00,7.8,Sunny,1028.0,74,3.0,0,home,Pijamas
Cluj-Napoca,2022-10-05,09:00,10.4,Sunny,1028.0,70,4.0,0,home,Pijamas
Cluj-Napoca,2022-10-05,10:00,11.3,Sunny,1028.0,65,4.0,0,office,"Skirt, blouse, heels shoes"
Cluj-Napoca,2022-10-05,11:00,12.2,Sunny,1028.0,61,4.0,0,office,"Skirt, blouse, heels shoes"
Cluj-Napoca,2022-10-05,12:00,13.1,Sunny,1028.0,56,4.0,0,office,"Skirt, blouse, heels shoes"
Cluj-Napoca,2022-10-05,13:00,13.6,Sunny,1028.0,55,4.0,0,office,"Skirt, blouse, heels shoes"
Cluj-Napoca,2022-10-05,14:00,14.0,Sunny,1028.0,54,4.0,0,office,"Skirt, blouse, heels shoes"
Cluj-Napoca,2022-10-05,15:00,14.5,Sunny,1027.0,52,4.0,0,office,"Skirt, blouse, heels shoes"
Cluj-Napoca,2022-10-05,16:00,13.4,Sunny,1028.0,58,4.0,0,office,"Skirt, blouse, heels shoes"
Cluj-Napoca,2022-10-05,17:00,12.2,Sunny,1028.0,64,4.0,0,office,"Skirt, blouse, heels shoes"
Cluj-Napoca,2022-10-05,18:00,11.1,Sunny,1028.0,70,4.0,0,office,"Skirt, blouse, heels shoes"
Cluj-Napoca,2022-10-05,19:00,10.1,Clear,1028.0,72,1.0,0,office,"Skirt, blouse, heels shoes"
Cluj-Napoca,2022-10-05,20:00,9.1,Clear,1029.0,74,1.0,0,gym,"Leggings, t-shirt, sneakers"
Cluj-Napoca,2022-10-05,21:00,8.1,Clear,1029.0,76,1.0,0,gym,"Leggings, t-shirt, sneakers"
Cluj-Napoca,2022-10-05,22:00,7.9,Clear,1029.0,76,1.0,0,home,Pijamas
Cluj-Napoca,2022-10-05,23:00,7.6,Clear,1029.0,77,1.0,0,home,Pijamas
Cluj-Napoca,2022-10-06,00:00,7.4,Clear,1029.0,78,1.0,0,home,Pijamas
Cluj-Napoca,2022-10-06,01:00,7.7,Clear,1029.0,77,1.0,0,home,Pijamas
Cluj-Napoca,2022-10-06,02:00,6.7,Clear,1029.0,77,1.0,0,home,Pijamas
Cluj-Napoca,2022-10-06,03:00,6.8,Clear,1029.0,77,1.0,0,home,Pijamas
Cluj-Napoca,2022-10-06,04:00,6.7,Clear,1029.0,76,1.0,0,home,Pijamas
Cluj-Napoca,2022-10-06,05:00,6.5,Clear,1029.0,75,1.0,0,home,Pijamas
Cluj-Napoca,2022-10-06,06:00,6.6,Partly cloudy,1029.0,75,1.0,0,home,Pijamas
Cluj-Napoca,2022-10-06,07:00,7.3,Partly cloudy,1029.0,72,1.0,0,home,Pijamas
Cluj-Napoca,2022-10-06,08:00,8.3,Partly cloudy,1029.0,68,3.0,0,home,Pijamas
Cluj-Napoca,2022-10-06,09:00,10.2,Partly cloudy,1029.0,65,4.0,0,home,Pijamas
Cluj-Napoca,2022-10-06,10:00,11.5,Sunny,1029.0,61,4.0,0,office,"Skirt, blouse, heels shoes"
Cluj-Napoca,2022-10-06,11:00,13.8,Sunny,1029.0,57,4.0,0,office,"Skirt, blouse, heels shoes"
Cluj-Napoca,2022-10-06,12:00,14.8,Sunny,1028.0,53,4.0,0,office,"Skirt, blouse, heels shoes"
Cluj-Napoca,2022-10-06,13:00,15.1,Sunny,1028.0,51,5.0,0,office,"Skirt, blouse, heels shoes"
Cluj-Napoca,2022-10-06,14:00,15.5,Sunny,1028.0,48,5.0,0,office,"Skirt, blouse, heels shoes"
Cluj-Napoca,2022-10-06,15:00,15.8,Sunny,1028.0,46,5.0,0,office,"Skirt, blouse, heels shoes"
Cluj-Napoca,2022-10-06,16:00,14.4,Sunny,1028.0,52,4.0,0,office,"Skirt, blouse, heels shoes"
Cluj-Napoca,2022-10-06,17:00,14.1,Sunny,1028.0,59,4.0,0,office,"Skirt, blouse, heels shoes"
